capacity_kwh,soc0_pct,socT_pct,ambient_c,current_a,connector_temp_c,duration_min
26.1,57.2,97.7,10.7,29.2,39.1,148.8
53.4,65.9,95.8,29.3,15.2,44.3,527.3
89.4,45.1,92.0,-4.7,10.4,20.0,720.0
28.9,47.5,81.3,25.8,18.9,52.2,152.1
26.1,76.8,99.9,28.8,6.8,39.0,468.5
73.2,79.2,96.7,23.1,29.4,46.1,271.0
28.9,79.9,83.2,13.3,13.8,35.0,42.4
46.5,10.3,88.8,23.6,19.1,42.7,706.2
95.7,47.5,92.1,25.3,11.9,38.2,720.0
62.7,20.2,81.9,32.0,12.6,48.8,720.0
81.5,9.3,90.7,13.6,10.4,37.8,720.0
52.3,7.6,99.3,23.4,18.4,54.2,720.0
38.5,60.8,96.6,15.5,11.9,19.7,556.3
78.7,56.3,92.3,22.8,22.4,37.9,556.8
84.7,48.1,82.0,12.0,21.7,46.1,387.5
89.5,7.2,83.9,22.3,16.7,54.5,720.0
98.3,10.3,98.3,20.1,28.6,50.8,720.0
99.4,6.9,89.4,27.1,14.1,54.8,720.0
32.9,68.6,84.7,34.5,19.4,61.0,106.8
76.2,34.9,81.5,26.4,14.4,64.1,720.0
85.1,46.8,87.3,24.7,20.5,52.5,574.1
62.6,64.4,96.2,32.8,24.6,50.7,396.8
36.8,48.2,83.6,23.9,26.0,52.0,152.9
33.4,65.0,96.9,16.9,13.5,49.7,390.2
44.1,62.5,94.6,10.4,27.3,38.6,239.8
96.6,31.1,99.0,9.3,23.5,35.5,720.0
48.0,74.8,89.2,6.0,28.7,33.6,128.1
27.7,46.4,91.9,35.8,20.0,66.5,251.9
72.7,56.9,94.8,37.8,29.8,61.8,393.9
87.1,19.6,85.6,-4.2,6.5,28.4,720.0
83.9,73.3,85.1,38.5,26.2,57.2,181.7
80.1,71.2,91.5,-3.4,24.6,27.1,363.2
45.9,11.3,87.2,8.1,24.5,42.3,489.4
85.9,24.5,91.0,18.0,25.5,55.3,720.0
83.1,46.9,81.7,27.2,31.0,47.8,312.6
47.6,73.0,86.9,41.4,13.4,75.3,317.8
39.1,70.3,93.2,9.9,31.0,34.7,158.3
70.2,34.0,93.0,31.3,12.0,64.1,720.0
32.1,71.3,81.3,5.6,29.9,36.3,34.4
93.7,51.8,91.7,0.6,16.8,27.9,720.0
64.0,55.4,86.2,16.3,26.9,47.4,259.1
24.6,44.8,87.2,17.6,14.5,47.3,259.3
31.5,59.4,93.2,0.2,18.8,22.1,264.9
52.5,25.9,99.1,25.9,21.4,48.1,664.1
48.4,75.0,91.3,40.8,6.6,56.8,655.9
72.4,62.8,83.1,10.3,25.6,22.5,218.1
32.1,50.2,82.3,30.7,6.2,57.8,545.7
58.1,28.7,84.0,30.7,9.0,59.7,720.0
70.2,32.0,94.8,30.1,23.0,57.2,661.8
49.7,29.7,84.6,-4.7,28.1,18.4,375.3
34.4,21.6,86.0,-3.7,14.5,25.7,584.4
30.6,34.5,85.4,28.5,12.4,62.0,436.8
25.4,7.2,96.1,8.2,28.5,28.6,272.5
59.6,75.0,96.7,29.8,16.2,59.4,489.5
64.6,63.3,84.3,9.0,23.6,26.4,195.6
84.5,10.4,91.7,9.7,29.3,37.3,720.0
64.4,31.7,88.0,6.6,22.9,32.9,538.2
27.9,38.1,97.7,38.0,31.0,59.4,231.7
38.9,78.7,93.0,13.3,15.1,31.0,214.5
43.0,38.8,90.3,6.0,31.1,39.2,251.5
71.3,78.5,98.6,27.1,24.0,28.5,356.2
65.3,17.7,86.2,23.3,7.2,42.7,720.0
69.6,47.1,90.3,12.9,21.2,37.3,518.8
57.4,10.0,96.6,7.2,11.9,32.8,720.0
37.9,7.4,91.8,43.9,13.1,67.9,720.0
84.2,61.4,86.8,34.3,11.3,80.9,720.0
83.9,60.7,83.4,22.6,7.4,52.5,720.0
96.1,14.7,96.2,14.7,28.9,38.9,720.0
93.7,76.9,88.4,44.4,27.2,74.5,272.8
31.4,53.6,84.9,-1.9,18.8,22.5,197.7
26.8,25.1,99.5,44.1,8.9,74.6,720.0
61.6,8.4,94.1,10.0,12.3,43.0,720.0
25.6,43.2,97.8,10.9,14.9,40.0,408.1
83.7,7.5,93.6,28.6,13.7,64.9,720.0
73.0,48.1,83.4,2.4,9.5,24.7,720.0
68.9,11.5,99.6,24.0,6.9,51.1,720.0
26.5,11.4,90.5,4.0,24.5,23.9,302.9
83.5,61.5,94.7,6.8,7.3,34.0,720.0
90.6,55.9,85.8,38.7,22.3,61.7,460.8
42.3,44.3,82.9,39.4,27.6,65.1,199.4
41.3,63.7,81.6,28.9,20.0,64.9,121.6
41.2,68.9,93.3,24.9,10.8,51.8,443.3
95.2,11.7,88.5,43.2,22.3,68.7,720.0
79.2,76.3,85.4,34.5,7.4,49.7,530.2
49.0,5.2,90.6,32.3,17.0,52.8,720.0
97.9,69.2,92.8,23.9,13.2,40.5,720.0
72.7,72.6,89.1,1.9,13.8,21.1,471.4
92.9,62.8,90.2,34.6,27.0,70.1,479.4
59.6,29.9,81.5,26.7,11.2,60.5,720.0
63.6,27.7,91.3,21.6,31.5,40.5,408.4
32.8,49.1,90.3,43.2,15.6,73.1,384.0
51.0,79.1,87.7,39.6,8.2,57.7,322.8
76.1,68.3,99.4,26.4,25.2,50.8,509.8
53.8,41.7,85.8,-4.2,23.4,20.3,395.9
42.0,12.0,96.8,19.4,28.1,41.1,449.6
95.4,55.8,92.5,31.8,8.8,68.2,720.0
74.7,27.8,95.3,38.3,13.6,55.1,720.0
60.4,8.1,90.5,32.8,6.7,43.0,720.0
76.7,49.4,90.2,5.3,16.7,16.8,720.0
82.2,31.0,88.9,11.3,9.6,42.2,720.0
73.9,36.3,96.2,10.8,29.2,20.7,576.4
31.2,6.6,81.1,42.3,27.4,60.3,243.0
73.7,7.9,81.5,43.5,8.4,75.3,720.0
49.6,33.2,82.1,30.0,7.6,64.2,720.0
54.9,37.2,92.3,26.1,18.9,48.9,571.0
48.9,20.4,83.4,32.7,31.9,64.1,294.8
61.4,14.0,92.3,0.8,19.5,32.6,720.0
42.2,35.4,84.6,8.3,16.5,44.5,398.5
24.5,76.1,96.5,2.7,27.7,9.6,119.5
55.2,24.2,81.9,30.3,18.0,52.7,517.0
33.1,39.1,85.9,8.7,28.1,38.9,193.6
50.2,7.0,85.6,14.5,30.1,57.7,399.3
99.8,56.0,80.6,30.3,17.2,60.8,382.9
35.8,54.6,95.7,5.9,13.9,30.9,392.8
42.4,73.0,94.7,2.9,25.9,39.0,221.7
75.3,68.9,81.9,13.4,16.4,31.2,206.9
40.2,26.8,99.1,5.9,28.5,47.2,447.4
78.6,14.1,96.8,29.3,24.9,59.7,720.0
25.6,54.1,96.3,39.4,24.2,68.3,209.9
49.9,63.3,80.8,15.2,14.0,49.9,180.4
65.0,31.6,91.5,6.9,23.5,41.8,656.4
62.1,23.0,85.5,18.3,26.5,38.8,443.0
31.0,19.5,96.9,29.1,10.0,57.9,720.0
29.6,32.2,96.3,19.5,30.3,46.1,241.2
57.3,71.3,80.1,17.9,11.1,39.8,121.1
88.2,70.9,97.6,28.7,31.3,66.1,368.4
24.0,19.0,97.8,17.4,9.0,38.3,718.2
99.5,34.9,95.9,0.1,31.1,21.5,720.0
90.7,6.2,98.0,33.0,13.2,61.9,720.0
47.7,13.1,85.8,34.1,25.5,69.0,493.0
91.3,64.8,90.4,-4.3,19.5,15.4,569.5
99.0,65.7,89.7,1.2,19.7,35.4,554.9
46.3,76.5,80.8,16.1,16.5,48.3,46.6
98.1,70.9,88.5,21.4,23.9,44.1,315.0
46.7,69.3,98.2,22.1,19.6,54.6,358.2
25.5,48.9,92.9,29.6,20.7,53.9,222.1
70.5,41.5,83.8,42.8,18.7,56.3,481.7
29.9,57.1,94.4,21.2,29.7,66.1,176.4
88.4,61.7,99.4,42.4,26.4,52.5,591.2
99.4,75.6,96.5,16.3,29.4,35.0,395.6
69.8,9.8,94.0,10.2,30.6,31.0,711.1
26.7,42.3,88.8,38.9,22.9,63.1,198.3
57.3,12.0,89.1,33.7,27.8,61.8,536.7
48.7,14.7,95.7,21.7,15.7,44.4,720.0
72.5,78.5,95.4,9.6,19.0,40.7,403.6
55.4,17.8,98.2,1.6,20.2,20.6,720.0
59.8,64.9,80.1,5.1,26.5,33.3,103.1
64.5,56.9,81.8,34.8,24.2,72.8,263.0
49.5,36.6,99.9,35.1,6.1,60.9,720.0
41.4,19.5,90.3,27.4,6.4,54.4,720.0
88.6,9.1,88.9,11.3,22.3,30.7,720.0
40.9,62.7,99.0,30.2,22.1,45.6,345.6
91.7,6.7,88.4,4.4,7.2,24.7,720.0
48.5,52.5,99.7,25.9,13.9,45.8,632.8
26.6,71.2,94.3,20.2,15.1,39.8,229.3
57.8,62.8,86.7,24.8,11.8,53.3,439.5
81.1,69.1,80.2,26.0,27.3,44.7,99.9
59.6,59.9,82.1,18.1,29.9,52.2,134.7
27.9,76.9,93.8,-2.5,19.7,14.5,152.6
29.1,32.9,93.5,44.2,18.0,67.0,381.3
33.2,35.2,82.3,29.0,23.7,65.1,191.2
95.1,65.4,91.7,23.3,14.7,41.6,720.0
92.6,38.5,84.7,42.6,16.7,76.7,720.0
34.0,46.0,89.0,-2.6,26.5,33.9,201.6
29.8,32.3,99.5,16.6,14.5,44.5,522.7
46.1,53.6,82.6,35.5,20.8,56.8,200.1
45.0,34.4,93.5,-4.4,6.1,8.3,720.0
52.0,79.4,95.0,35.0,25.9,56.1,199.9
91.1,77.7,84.2,6.2,19.3,27.5,176.5
85.7,16.8,99.8,44.3,26.7,67.3,720.0
73.7,35.7,91.2,-1.8,16.0,25.8,720.0
93.0,45.3,81.8,0.1,10.0,15.2,720.0
98.0,26.7,81.4,14.4,21.5,50.0,692.0
67.7,27.8,98.2,44.0,24.5,67.4,720.0
61.5,65.8,86.1,2.0,31.1,33.0,177.0
89.8,74.4,85.2,9.2,30.9,38.1,144.9
37.4,21.8,91.8,12.0,11.2,31.5,720.0
42.6,54.4,97.8,37.5,28.7,64.1,289.5
32.1,49.1,94.3,44.8,27.4,72.6,268.9
33.5,17.7,92.1,31.3,30.8,58.1,336.2
98.5,32.0,87.4,41.7,25.0,77.7,720.0
70.4,79.2,85.9,32.8,15.6,62.8,191.9
79.2,73.1,86.1,37.7,24.7,74.6,211.3
74.1,10.9,94.2,11.2,20.5,47.4,720.0
51.6,44.2,95.6,15.5,26.3,40.5,385.5
89.2,35.6,98.1,30.9,26.4,51.3,720.0
32.8,21.7,98.6,17.9,17.2,41.2,530.8
60.9,35.8,92.8,21.5,8.5,56.8,720.0
52.2,8.8,99.0,43.0,11.1,64.4,720.0
75.7,15.4,94.4,21.5,20.7,45.8,720.0
59.9,71.0,82.7,1.0,28.2,17.3,93.0
67.4,33.0,82.4,3.0,22.9,37.5,471.2
32.3,77.0,93.9,16.0,9.3,42.6,343.5
47.3,31.1,85.2,27.4,13.0,37.0,610.0
80.4,21.7,81.0,15.8,21.9,38.1,636.5
94.7,54.0,83.8,32.1,11.7,46.3,720.0
56.2,74.1,83.3,43.3,16.1,86.6,188.3
76.8,38.1,98.3,20.1,14.3,40.8,720.0
89.4,41.4,89.3,3.7,15.4,17.1,720.0
34.2,57.3,92.7,9.8,28.8,37.0,159.7
51.6,5.9,88.8,19.6,26.4,31.8,509.7
40.4,72.3,84.8,-1.2,13.6,21.1,177.1
76.8,16.7,93.1,20.8,27.9,42.7,720.0
78.3,17.6,89.7,28.6,12.6,64.7,720.0
32.1,47.3,80.6,8.6,16.1,37.6,234.7
55.9,20.9,82.8,9.9,13.4,27.2,720.0
67.2,35.0,99.0,7.8,30.0,32.4,606.2
28.8,62.6,86.3,35.9,24.5,66.7,111.4
39.4,19.2,89.5,38.4,19.7,75.5,550.9
26.4,64.9,83.3,7.6,30.1,26.2,63.6
67.2,11.3,95.6,39.8,7.3,62.1,720.0
98.2,52.0,81.5,38.3,27.6,63.9,347.1
97.7,16.0,91.4,24.3,13.6,43.9,720.0
84.4,32.6,83.6,4.5,25.8,37.4,536.9
40.1,12.2,97.6,10.9,8.7,36.4,720.0
63.2,32.8,92.2,25.8,31.8,53.9,461.7
43.2,45.2,80.5,42.6,7.6,80.8,720.0
62.0,23.7,80.5,38.5,23.5,76.5,586.6
55.4,47.4,86.8,10.9,22.0,35.3,310.9
57.8,14.5,95.5,20.1,28.4,32.5,611.5
59.3,25.5,89.9,18.9,22.3,41.2,555.3
42.9,50.2,83.3,31.1,31.5,68.8,168.0
36.4,64.1,84.4,-3.2,12.3,14.2,243.8
49.1,75.9,95.6,20.1,8.4,38.6,620.1
59.4,37.3,99.4,21.3,20.8,30.5,708.5
95.6,13.5,99.7,3.7,7.6,25.3,720.0
88.0,25.8,81.9,18.4,31.2,38.2,513.9
81.7,71.7,90.4,26.1,30.9,54.2,232.9
82.4,29.1,84.2,40.6,7.1,56.8,720.0
76.7,50.2,80.7,21.8,14.2,33.6,469.3
51.2,34.5,97.7,12.1,20.1,27.6,588.5
40.3,37.5,82.7,32.8,26.9,46.0,222.9
59.5,11.0,95.7,9.8,18.8,46.6,720.0
31.7,19.4,92.9,16.8,15.6,42.3,524.0
62.2,57.7,97.8,43.9,9.3,61.5,720.0
63.4,18.6,89.3,15.7,9.2,47.6,720.0
34.4,25.8,81.3,30.5,19.6,58.8,283.6
35.5,39.3,97.0,39.1,29.7,71.5,283.0
77.4,47.1,93.5,4.8,13.7,21.1,720.0
56.1,66.6,92.4,37.9,19.0,73.4,431.6
84.4,12.1,86.1,41.3,13.6,54.2,720.0
44.4,14.3,98.0,3.7,16.9,47.8,720.0
29.1,13.1,93.1,3.7,14.2,22.9,633.1
50.1,36.0,99.9,14.4,20.7,33.7,638.0
48.1,17.3,98.0,24.6,25.0,33.6,607.2
39.3,71.3,83.0,2.3,27.4,34.6,72.4
82.4,75.3,97.1,31.9,26.7,66.4,398.4
62.8,32.2,91.1,38.2,10.9,74.8,720.0
85.8,32.1,96.5,9.2,15.5,29.0,720.0
47.2,76.7,84.8,44.7,10.0,79.4,245.9
97.1,23.4,81.1,42.5,10.2,63.5,720.0
74.5,17.4,81.2,-3.4,10.8,16.7,720.0
86.9,24.9,83.4,-1.0,6.8,19.2,720.0
50.0,72.4,94.8,-0.6,7.6,17.5,720.0
76.5,71.3,85.2,-1.7,27.6,27.8,188.6
84.6,31.4,81.6,14.6,10.0,47.9,720.0
75.9,77.8,82.2,-1.9,6.5,24.8,269.0
82.4,55.9,87.9,42.6,22.0,77.1,556.3
99.1,59.6,95.7,13.7,27.1,33.3,588.1
53.6,52.9,94.1,5.2,28.3,39.5,371.8
56.0,42.0,95.2,22.9,15.5,41.8,720.0
47.3,70.7,92.0,23.5,22.5,42.3,199.7
29.5,17.1,84.1,3.7,7.2,21.1,720.0
76.0,12.8,87.1,11.7,28.0,37.8,633.5
35.2,62.7,91.0,28.2,26.3,45.0,171.6
25.3,72.7,96.8,12.6,23.9,39.3,150.1
28.6,30.4,98.4,33.9,30.8,51.9,242.8
47.4,66.7,89.4,11.7,25.6,32.3,194.2
31.2,59.4,81.0,0.8,28.5,24.0,79.6
86.2,64.0,86.6,38.5,20.8,64.6,361.7
33.4,17.8,98.2,-4.6,27.1,12.7,434.5
55.5,8.2,90.4,43.1,30.6,58.8,541.7
29.6,57.0,84.3,21.0,28.7,31.3,95.1
47.8,71.8,82.6,-3.5,25.8,13.0,78.6
93.1,22.4,87.2,28.2,22.9,50.5,720.0
71.8,79.5,93.0,3.9,24.1,18.0,264.3
90.4,79.7,94.2,16.7,24.4,47.8,346.9
73.0,58.8,91.3,34.2,31.5,64.3,306.2
97.5,22.3,91.1,21.1,17.2,37.3,720.0
42.5,49.6,99.4,19.3,27.3,37.8,327.7
70.2,65.4,84.1,17.1,31.0,38.4,155.6
55.4,25.0,91.1,14.4,23.1,51.8,559.0
40.8,64.4,86.2,13.6,25.4,29.5,132.1
35.1,57.0,85.1,23.7,18.3,71.5,239.6
69.2,23.6,96.5,33.0,23.1,61.3,720.0
73.4,8.2,81.0,7.0,31.7,38.7,487.4
99.9,10.8,81.3,-2.7,27.8,21.1,720.0
64.5,57.3,95.0,37.4,30.0,76.1,378.6
31.1,13.2,80.5,35.5,16.4,61.5,365.6
67.3,76.3,96.8,23.4,16.7,38.5,436.5
51.3,77.9,97.1,41.0,27.5,77.1,274.9
90.0,30.8,95.7,19.9,25.8,42.9,720.0
68.1,44.5,81.4,36.1,23.3,61.0,325.2
82.8,24.3,97.6,44.2,14.5,64.8,720.0
71.6,36.8,91.5,27.6,23.4,62.4,604.4
97.7,38.6,86.9,19.4,13.4,42.9,720.0
49.7,77.2,89.7,6.4,25.1,42.7,150.2
53.3,42.8,90.1,9.3,9.7,42.2,720.0
71.5,40.6,92.9,14.3,31.0,44.7,482.6
61.3,51.9,80.4,19.7,9.3,41.3,538.6
41.4,23.0,92.6,18.3,19.4,37.3,584.4
71.2,14.5,98.4,12.4,31.3,48.0,692.0
29.5,47.6,81.2,9.5,29.1,35.8,113.0
86.8,70.9,90.5,9.8,30.5,31.0,269.0
84.3,30.2,86.8,19.3,31.8,35.8,517.6
84.5,9.2,92.0,41.8,15.8,60.5,720.0
94.0,19.1,97.5,22.6,14.6,46.9,720.0
26.5,80.0,86.9,29.6,27.6,49.1,41.0
49.7,50.2,96.2,28.7,19.1,55.2,509.0
92.7,58.8,87.3,-1.4,31.6,19.8,342.1
89.1,73.3,82.6,26.1,8.2,59.1,434.3
73.4,32.1,80.8,12.5,16.0,44.2,720.0
74.4,5.6,89.5,-0.8,31.5,20.6,719.9
99.9,25.0,89.4,20.6,30.0,26.4,697.7
79.7,25.3,92.0,-2.9,17.6,30.7,720.0
87.1,14.1,94.7,41.7,14.3,76.8,720.0
98.7,12.8,93.5,36.1,17.5,66.9,720.0
81.3,15.7,92.7,32.4,6.0,51.9,720.0
93.8,44.2,92.9,11.2,30.0,34.2,571.4
73.7,55.5,82.9,11.4,16.6,26.7,385.2
71.1,19.3,95.9,29.1,16.4,53.9,720.0
44.6,55.6,90.5,-3.6,19.9,21.6,388.9
94.5,5.6,84.3,13.2,9.5,38.8,720.0
52.2,43.0,87.4,4.7,7.0,29.1,720.0
54.5,33.5,93.1,-2.1,14.2,7.1,720.0
49.4,15.8,82.0,16.5,13.4,48.0,720.0
81.6,39.9,81.7,4.9,22.1,39.4,483.1
44.2,69.0,84.0,35.1,31.4,53.4,83.2
37.3,18.7,84.6,43.5,25.6,71.5,338.7
46.5,72.0,97.6,26.4,10.8,48.4,572.1
45.1,14.9,97.8,7.6,25.8,25.7,620.1
97.3,6.4,84.7,10.1,13.3,46.3,720.0
38.0,37.1,90.1,17.4,12.1,29.6,661.5
33.3,12.3,99.2,18.3,30.4,42.5,357.1
33.1,66.2,93.9,-2.6,12.3,27.0,407.7
87.6,18.1,88.6,24.4,18.3,40.2,720.0
31.2,20.2,95.0,16.2,21.5,60.8,367.5
51.4,47.3,84.1,13.1,31.8,44.3,198.4
86.0,49.7,94.4,-1.9,6.4,27.3,720.0
99.5,18.6,93.8,-4.0,27.3,20.7,720.0
97.1,5.1,83.5,-2.5,10.6,31.3,720.0
88.0,69.1,86.8,29.3,20.6,40.4,329.3
24.9,43.7,83.3,22.5,14.9,42.6,221.1
52.3,59.3,98.9,34.6,13.7,44.1,670.1
25.7,44.5,82.5,13.9,26.4,30.0,120.4
82.0,73.2,95.6,27.9,7.3,43.3,720.0
63.7,7.9,97.7,15.2,14.8,40.7,720.0
82.9,26.6,93.8,13.0,15.6,50.1,720.0
31.4,55.2,97.1,9.4,17.5,32.0,352.4
50.7,49.5,95.4,36.0,19.3,66.3,542.6
55.1,28.5,80.3,42.1,24.2,69.4,352.9
74.3,36.1,93.2,20.9,20.8,52.6,720.0
55.6,76.6,96.9,19.0,21.9,39.0,299.2
69.4,76.4,99.2,39.2,21.8,68.5,419.2
84.6,71.4,93.6,2.8,32.0,30.1,313.6
29.4,57.3,87.7,27.0,14.3,66.2,233.5
37.1,46.6,82.4,25.3,15.4,42.4,251.8
48.5,53.9,99.7,38.4,10.4,52.6,720.0
30.4,53.3,91.5,40.6,15.0,49.0,322.0
59.7,37.7,94.2,-3.9,29.9,17.7,519.6
94.5,78.0,85.6,18.2,12.9,54.3,291.0
56.7,53.9,84.1,19.6,27.6,64.0,190.7
80.5,59.4,86.5,6.5,8.4,31.3,720.0
29.5,31.5,94.2,32.9,18.0,62.0,383.6
27.5,44.9,97.4,19.7,19.6,43.9,296.9
85.4,76.8,87.4,0.2,24.4,30.8,247.8
97.9,75.8,97.2,37.5,9.5,70.2,720.0
48.7,10.5,82.9,38.1,28.7,71.6,445.9
51.8,65.4,95.9,-0.0,16.3,21.1,523.2
59.5,46.7,83.8,14.2,16.4,50.4,434.0
94.9,5.6,89.4,32.5,17.6,49.0,720.0
68.2,66.9,85.1,30.0,27.5,48.7,183.3
67.1,20.7,86.6,8.7,14.7,33.5,720.0
69.8,79.5,94.1,31.0,22.9,61.7,271.2
76.3,73.1,99.2,43.9,11.7,67.7,720.0
37.9,55.4,98.4,42.6,15.2,63.1,464.0
33.6,72.2,89.8,8.2,20.2,24.6,148.0
38.6,61.2,96.1,13.7,11.7,43.0,481.9
79.1,43.6,90.9,37.6,15.0,55.0,720.0
54.3,68.2,81.0,22.8,14.1,50.3,145.4
47.8,49.0,82.3,17.5,6.7,40.3,720.0
45.3,53.3,82.5,40.3,18.0,71.3,269.7
84.9,42.2,89.9,31.0,10.3,53.6,720.0
83.5,46.0,97.8,-0.8,27.6,22.7,672.3
44.5,17.8,81.7,19.7,31.7,49.9,256.1
64.5,39.3,98.6,-3.1,7.5,5.0,720.0
74.2,13.8,97.7,37.5,6.7,59.3,720.0
68.9,55.6,92.0,40.4,6.7,71.3,720.0
30.7,49.6,90.7,-2.9,17.4,21.4,315.0
34.9,7.6,97.3,28.0,9.9,57.4,720.0
48.9,18.7,81.1,18.8,9.4,46.8,720.0
38.7,59.2,95.7,33.9,23.4,69.9,301.5
78.4,30.2,91.4,43.0,31.4,69.9,503.5
26.7,35.1,95.8,19.8,13.2,42.0,411.0
73.1,11.5,85.7,1.1,13.2,32.1,720.0
69.8,69.6,80.3,30.0,7.1,51.0,289.1
83.5,17.0,97.0,-2.4,8.5,28.8,720.0
41.8,64.8,85.9,25.9,12.9,44.4,300.0
24.1,20.0,82.7,18.0,16.2,43.8,270.3
94.5,13.1,97.5,38.2,15.5,58.4,720.0
34.0,67.2,89.8,36.5,9.1,67.6,418.7
89.7,40.0,85.5,34.7,8.6,71.5,720.0
81.5,71.1,90.8,2.8,21.0,30.8,404.4
71.1,78.1,89.5,30.4,28.2,50.1,177.1
72.2,73.5,97.1,7.0,24.2,34.6,419.4
68.3,6.9,81.6,27.0,13.7,47.4,720.0
35.4,58.1,91.6,-2.0,28.5,14.1,206.5
32.0,6.2,84.1,26.0,10.3,55.0,720.0
81.6,46.9,94.5,7.2,21.0,23.0,720.0
60.4,33.8,92.4,14.4,17.7,34.4,701.3
38.3,33.6,92.8,15.0,28.4,44.5,283.9
79.3,30.6,99.3,4.8,11.5,36.5,720.0
88.7,72.4,94.6,40.1,19.0,67.2,480.2
46.0,33.2,80.3,18.8,27.0,50.4,242.4
95.3,22.0,96.2,7.6,27.7,39.1,720.0
66.1,77.8,99.6,24.5,6.4,43.5,720.0
74.7,29.1,86.2,3.0,23.4,17.7,672.2
41.2,45.9,97.6,13.7,13.0,42.5,645.8
99.8,57.7,95.5,0.3,29.2,33.3,634.1
66.3,73.6,84.2,36.1,28.4,51.5,112.8
27.7,57.4,93.0,30.1,23.8,52.3,164.6
55.7,59.3,89.0,12.6,12.0,30.5,552.1
65.4,17.9,92.3,23.3,13.8,44.4,720.0
94.6,25.0,99.8,20.0,24.1,51.8,720.0
84.5,19.6,98.2,25.4,23.2,44.0,720.0
42.2,79.7,97.7,36.4,10.5,69.8,468.5
74.8,49.5,97.4,34.8,10.9,53.8,720.0
93.4,12.8,88.3,43.7,20.3,71.2,720.0
88.5,78.7,94.7,23.9,25.0,55.1,343.4
70.0,69.9,94.9,40.7,14.9,66.1,597.9
51.2,19.8,95.2,40.1,8.2,68.7,720.0
65.7,59.0,99.9,12.0,11.8,39.2,720.0
66.2,59.8,82.8,-2.9,9.4,30.3,665.0
32.9,23.3,88.2,7.3,31.4,37.7,260.7
29.1,59.3,81.4,21.5,11.4,54.9,160.9
37.3,55.1,91.9,34.8,15.0,69.1,397.1
42.0,28.2,98.4,10.9,24.6,40.1,492.2
100.0,7.6,93.1,18.6,31.9,42.0,720.0
50.7,38.2,94.0,11.7,26.4,45.3,408.6
67.3,78.9,92.4,32.9,19.4,54.1,316.0
40.9,56.2,87.0,22.6,13.4,50.1,353.7
71.7,50.5,96.1,8.4,9.5,15.3,720.0
85.6,58.2,91.7,21.7,21.5,47.8,566.9
33.3,68.6,99.1,44.7,21.7,61.0,256.0
82.4,32.6,86.5,6.6,13.8,28.2,720.0
54.7,27.2,82.0,44.8,25.2,69.6,401.3
62.2,61.8,81.0,-1.3,23.6,31.5,182.2
96.7,75.8,80.4,32.2,17.8,58.2,84.3
65.0,13.8,94.7,43.4,20.4,68.4,720.0
72.4,44.7,86.4,42.2,18.1,65.0,589.7
30.0,22.6,99.6,31.7,31.8,47.0,255.3
56.7,70.6,99.4,4.3,11.7,33.3,720.0
77.0,5.8,83.0,19.7,14.3,37.3,720.0
96.0,9.8,81.8,12.6,23.1,44.9,720.0
94.0,29.3,87.8,21.3,9.0,41.2,720.0
60.7,38.9,82.4,11.6,23.3,41.8,374.3
26.3,27.5,87.3,27.8,9.7,57.2,498.2
69.3,6.2,92.5,40.3,6.1,68.0,720.0
28.6,46.8,90.5,2.7,23.9,39.1,196.7
79.5,68.1,88.0,33.7,25.5,62.3,280.9
98.2,68.1,92.6,14.2,30.3,30.8,371.0
41.0,65.7,88.1,6.0,17.6,19.8,226.3
72.3,20.7,95.1,32.8,27.5,58.1,680.1
44.6,37.8,91.9,9.5,26.1,24.9,315.0
99.1,38.3,86.3,-1.0,26.4,24.4,720.0
87.3,61.6,91.2,10.2,26.0,42.5,402.2
89.5,23.7,98.4,41.2,22.0,55.7,720.0
40.1,29.5,91.8,39.7,20.5,65.7,465.4
87.4,42.4,82.8,14.1,26.2,32.4,404.6
32.5,8.5,97.3,8.8,29.1,34.8,406.7
38.5,60.0,89.2,8.7,12.9,24.9,395.8
66.9,31.9,82.1,34.1,15.2,63.8,655.2
99.3,42.2,81.8,24.4,7.5,56.9,720.0
91.8,58.2,94.8,11.9,21.0,42.2,632.0
75.4,73.4,80.9,36.1,23.6,49.0,80.8
33.2,50.3,84.8,28.8,15.1,50.1,236.0
89.6,21.7,89.3,23.9,21.2,46.8,720.0
52.6,73.3,92.1,17.5,16.0,57.7,352.4
58.8,54.7,86.6,17.0,28.5,56.2,236.8
71.8,47.0,88.5,-4.8,30.9,7.4,406.1
99.7,79.2,95.0,7.2,10.7,29.0,720.0
63.3,68.8,99.0,38.7,23.3,57.4,460.0
27.3,58.3,96.5,36.8,24.7,53.9,203.4
28.4,72.6,88.9,22.5,23.8,36.8,85.6
45.8,68.1,83.9,36.9,24.2,56.6,116.7
92.2,44.2,89.1,27.6,21.7,55.2,632.2
40.6,8.2,93.9,10.2,11.0,34.1,720.0
70.5,79.4,95.7,27.8,8.8,61.3,720.0
56.0,28.0,88.7,16.8,7.9,34.3,720.0
41.6,66.3,91.4,37.7,11.4,60.0,451.7
69.9,57.3,90.3,18.9,15.3,37.1,618.5
58.0,69.5,92.2,44.8,31.2,66.7,223.8
49.7,38.9,92.9,6.6,22.7,40.1,457.3
57.8,44.5,81.0,23.3,27.9,49.8,235.2
93.0,34.9,84.5,44.1,24.1,65.2,580.2
74.6,33.8,83.8,21.8,31.6,47.6,332.7
